amenities,area,building_type,location,num_bath_rooms,num_bed_rooms,price,purpose
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Flooring##Double Glazed Windows##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.2 Crore,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Floor Level##Prayer Room##CCTV Security##Maintenance Staff,900 sqft,Apartment,"Shahid Nagar, Bayazid, Chattogram",2 Beds,2 Beds,48 Lakh,For Sale
View##Floor Level##Flooring##Balcony or Terrace##Elevators in Building##: 2##View##Floor Level##Flooring##Service Elevators##Balcony or Terrace##CCTV Security,"1,300 sqft",Apartment,"Kajla, Jatra Bari, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##View##Floor Level##CCTV Security##Maintenance Staff##Cleaning Services,950 sqft,Apartment,"Sector 7, Uttara, Dhaka",2 Beds,2 Beds,40 Thousand,For Sale
View##Balcony or Terrace##Flooring##Floor Level##24 Hours Concierge##View##Balcony or Terrace##Flooring##Floor Level##Parking Spaces##: 1##Elevators in Building##: 1##Conference Room##Intercom##Lawn or Garden##Maintenance Staff##Cleaning Services,950 sqft,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,55 Lakh,For Sale
Parking Spaces##: 1##Flooring##Balcony or Terrace##Floor Level##Parking Spaces##: 1##Flooring##Balcony or Terrace##Elevators in Building##: 1##Floor Level##View##CCTV Security,950 sqft,Apartment,"Chadra Nagar, Bayazid, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Freehold##Floor Level##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,650 sqft,Apartment,"Rupnagar R/A, Mirpur, Dhaka",2 Beds,2 Beds,38 Lakh,For Sale
Parking Spaces##: 1##Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Elevators in Building##: 1##Flooring##Floor Level##CCTV Security,950 sqft,Apartment,"Chadra Nagar, Bayazid, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##Floor Level##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,265 sqft",Apartment,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",3 Beds,3 Beds,70 Lakh,For Sale
View##Flooring##Floor Level##Parking Spaces##: 1##Lobby in Building##24 Hours Concierge##View##Elevators in Building##: 1##Electricity Backup##Flooring##Floor Level##Parking Spaces##: 1##Balcony or Terrace##Service Elevators##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,950 sqft",Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore,For Sale
,3 Katha,Plot,"Keraniganj, Dhaka",,,45 Lakh,For Sale
View##Floor Level##Parking Spaces##: 1##Balcony or Terrace##View##Floor Level##Lobby in Building##Parking Spaces##: 1##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 2##Prayer Room##Broadband Internet##Business Center##Conference Room##ATM Facility##Intercom##CCTV Security##Cleaning Services##Laundry Facility##Maintenance Staff,"1,940 sqft",Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,93.12 Lakh,For Sale
View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Lobby in Building##Elevators in Building##: 2##Balcony or Terrace##Parking Spaces##: 1##Floor Level##Electricity Backup##Flooring##Prayer Room##Business Center##Conference Room##Intercom##ATM Facility##Broadband Internet##CCTV Security##Maintenance Staff##Laundry Facility##Cleaning Services,"1,620 sqft",Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,77.76 Lakh,For Sale
Floor Level##Flooring##Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##View##Lobby in Building##Electricity Backup##Elevators in Building##: 2##Prayer Room##ATM Facility##Broadband Internet##Business Center##Intercom##Conference Room##CCTV Security##Maintenance Staff##Laundry Facility##Cleaning Services,"1,410 sqft",Apartment,"10 No. North Kattali Ward, Chattogram",3 Beds,3 Beds,67.68 Lakh,For Sale
Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Freehold##Floor Level##View##24 Hours Concierge##Storage Areas##CCTV Security##Cleaning Services,"1,000 sqft",Apartment,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh,For Sale
Flooring##Balcony or Terrace##View##Parking Spaces##: 3##Lobby in Building##Freehold##Flooring##Balcony or Terrace##View##Parking Spaces##: 3##Cleaning Services##Maintenance Staff,"7,200 sqft",Building,"Middle Badda, Badda, Dhaka",20 Beds,20 Beds,4.9 Crore,For Sale
Floor Level##Balcony or Terrace##Parking Spaces##: 1##View##Lobby in Building##Floor Level##Balcony or Terrace##Electricity Backup##Parking Spaces##: 1##View##Waste Disposal##Elevators in Building##: 1##Flooring##Broadband Internet##CCTV Security##Cleaning Services,"1,130 sqft",Apartment,"17 No West Bakalia Ward, Bakalia, Chattogram",3 Beds,3 Beds,53 Lakh,For Sale
View##Flooring##Floor Level##Elevators in Building##: 1,"1,100 sqft",Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##Lobby in Building##Service Elevators##View##Freehold##Balcony or Terrace##Electricity Backup##Waste Disposal##Flooring##Parking Spaces##: 1##Floor Level##Elevators in Building##: 2##Broadband Internet##CCTV Security##Cleaning Services,"2,045 sqft",Apartment,"Section 15, Mirpur, Dhaka",4 Beds,4 Beds,1.85 Crore,For Sale
Parking Spaces##: 1##Balcony or Terrace##Floor Level##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Balcony or Terrace##Service Elevators##Floor Level##Lobby in Building##Double Glazed Windows##Electricity Backup##Flooring##24 Hours Concierge##View##CCTV Security##Cleaning Services##Maintenance Staff,"1,368 sqft",Apartment,"Shyamoli, Dhaka",3 Beds,3 Beds,1.2 Crore,For Sale
View##Floor Level##Balcony or Terrace##Flooring##View##Electricity Backup##24 Hours Concierge##Floor Level##Balcony or Terrace##Double Glazed Windows##Waste Disposal##Flooring##Elevators in Building##: 1##Freehold##Cleaning Services,"1,065 sqft",Apartment,"Dakkhin Paikpara, Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##CCTV Security,"2,000 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
Flooring##Parking Spaces##: 1##Floor Level##View##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##CCTV Security,"2,000 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Elevators in Building##: 1##View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Electricity Backup##Floor Level##CCTV Security,"2,000 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
Flooring##Parking Spaces##: 1##Floor Level##View##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Lobby in Building##Broadband Internet##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,420 sqft",Apartment,"Block E, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.08 Crore,For Sale
Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##Elevators in Building##: 1##Freehold##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,420 sqft",Apartment,"Block E, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.08 Crore,For Sale
Balcony or Terrace##View##Flooring##Parking Spaces##: 1##Balcony or Terrace##View##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##CCTV Security,"2,000 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##CCTV Security,"2,000 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Lobby in Building##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level,"1,380 sqft",Apartment,"West Malibag, Malibagh, Dhaka",3 Beds,3 Beds,1.22 Crore,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,495 sqft",Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.18 Crore,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"2,320 sqft",Apartment,"Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.2 Crore,For Sale
Flooring##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Flooring##Parking Spaces##: 1##24 Hours Concierge##Electricity Backup##Elevators in Building##: 1##Floor Level##Balcony or Terrace##Lobby in Building##Service Elevators##View##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,950 sqft",Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore,For Sale
Parking Spaces##: 1##Balcony or Terrace##Floor Level##View##Parking Spaces##: 1##Balcony or Terrace##Floor Level##Lobby in Building##Electricity Backup##View##Double Glazed Windows##Flooring##Elevators in Building##: 1##Maintenance Staff,"1,050 sqft",Apartment,"Block J, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Parking Spaces##: 1##Flooring##View##Floor Level##Parking Spaces##: 1##Lobby in Building##Flooring##View##Electricity Backup##Elevators in Building##: 1##Waste Disposal##Freehold##Floor Level##Balcony or Terrace##Storage Areas##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,160 sqft",Apartment,"Block C, Section 6, Mirpur, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Elevators in Building##: 1##Floor Level##Flooring##24 Hours Concierge##Freehold##View##CCTV Security##Maintenance Staff##Cleaning Services,870 sqft,Apartment,"Mirpur, Dhaka",2 Beds,2 Beds,60 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Electricity Backup##View##Balcony or Terrace##Service Elevators##24 Hours Concierge##Lobby in Building##Flooring##Floor Level##Elevators in Building##: 1##Parking Spaces##: 1##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,950 sqft",Apartment,"Block C, Aftab Nagar, Dhaka",4 Beds,4 Beds,1.65 Crore,For Sale
Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Lobby in Building##Freehold##Floor Level##Elevators in Building##: 1##24 Hours Concierge##Electricity Backup##Flooring##View##Waste Disposal##CCTV Security##Maintenance Staff##Cleaning Services,"1,155 sqft",Apartment,"East Monipur, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Flooring##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##24 Hours Concierge##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,200 sqft",Apartment,"Kallyanpur, Mirpur, Dhaka",4 Beds,4 Beds,1.9 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Electricity Backup##Waste Disposal##Flooring##Elevators in Building##: 1##24 Hours Concierge##Cleaning Services,"1,450 sqft",Apartment,"Muslim Nagar, South Matuail, Matuail, Demra, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##24 Hours Concierge##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,300 sqft",Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,80 Lakh,For Sale
,3 Katha,Plot,"Bashundhara R-A, Dhaka",,,2.34 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Flooring##Elevators in Building##: 1##Freehold##Waste Disposal##Double Glazed Windows##Electricity Backup##24 Hours Concierge##Floor Level##Broadband Internet##Lawn or Garden##CCTV Security##Maintenance Staff##Cafeteria or Canteen,"1,230 sqft",Apartment,"Block A, Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",3 Beds,3 Beds,60 Lakh,For Sale
Balcony or Terrace##Flooring##View##Floor Level##Balcony or Terrace##Electricity Backup##Flooring##View##Lobby in Building##Elevators in Building##: 1##Service Elevators##Floor Level##Broadband Internet##Cleaning Services##Maintenance Staff,"1,300 sqft",Apartment,"Section 2, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Lobby in Building##24 Hours Concierge##Floor Level##Electricity Backup##Flooring##Elevators in Building##: 1##Waste Disposal##Intercom##CCTV Security,"1,250 sqft",Apartment,"Block E, Aftab Nagar, Dhaka",3 Beds,3 Beds,85 Lakh,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Flooring##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,500 sqft",Apartment,"Nayatola, Maghbazar, Dhaka",3 Beds,3 Beds,73 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,350 sqft",Apartment,"Block H, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.25 Crore,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"2,700 sqft",Apartment,"Block H, Bashundhara R-A, Dhaka",4 Beds,4 Beds,2.7 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##Floor Level##Parking Spaces##: 1##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"2,000 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore,For Sale
View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Double Glazed Windows##Parking Spaces##: 1##Floor Level##Electricity Backup##Flooring##Elevators in Building##: 1##Storage Areas##Broadband Internet##Barbeque Area##CCTV Security##Maintenance Staff##Cleaning Services,"1,325 sqft",Apartment,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.5 Crore,For Sale
View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"2,000 sqft",Apartment,"Block F, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.8 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Elevators in Building##: 2##Floor Level##CCTV Security,"1,466 sqft",Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,70 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,850 sqft,Apartment,"Block D, Section 6, Mirpur, Dhaka",2 Beds,2 Beds,56 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Elevators in Building##: 2##Floor Level##CCTV Security,"1,672 sqft",Apartment,"7 No. West Sholoshohor Ward, Chattogram",3 Beds,3 Beds,80 Lakh,For Sale
Balcony or Terrace##Floor Level##View##Flooring##Balcony or Terrace##Floor Level##Elevators in Building##: 1##Freehold##View##Flooring##CCTV Security##Maintenance Staff##Cleaning Services,840 sqft,Apartment,"Kachukhet, Dhaka",2 Beds,2 Beds,40 Lakh,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Lobby in Building##Double Glazed Windows##Electricity Backup##Elevators in Building##: 1##Freehold##View##Balcony or Terrace##Waste Disposal##Flooring##Floor Level##24 Hours Concierge##Cleaning Services,"1,300 sqft",Apartment,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",3 Beds,3 Beds,65 Lakh,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##CCTV Security##Maintenance Staff,"1,650 sqft",Apartment,"Sector 11, Uttara, Dhaka",3 Beds,3 Beds,1.85 Crore,For Sale
View##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Double Glazed Windows##View##Elevators in Building##: 1##Parking Spaces##: 1##Floor Level##Balcony or Terrace##Electricity Backup##Flooring##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,500 sqft",Apartment,"Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.4 Crore,For Sale
View##Balcony or Terrace##Flooring##Floor Level##Elevators in Building##: 1##Freehold##View##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Electricity Backup##Flooring##24 Hours Concierge##Floor Level##CCTV Security##Cleaning Services,800 sqft,Apartment,"Dhanmondi, Dhaka",2 Beds,2 Beds,60 Lakh,For Sale
